63.59,63.74,62.71,63.64,1800701
63.43,63.71,63.1,63.26,1447356
63.15,63.15,62.13,62.71,2189344
62.55,63.06,62.19,62.95,1814526
63.31,64.62,63.06,64.14,3076170
64.47,64.7,63.9,64.64,2970827
64.49,64.9699,64.25,64.34,1405711
64.35,64.6399,64.27,64.39,1425353
64.18,64.6,63.61,63.74,1477253
63.82,64.159,63.71,63.82,1382028
63.79,64.26,63.65,64.14,1390199
64.11,64.19,63.4,64.1,1927833
64.15,64.38,63.6,64.33,1706847
63.85,64.21,63.37,64.07,1777101
63.91,63.92,63.08,63.91,1801182
63.65,64.66,63.53,64.55,1832310
64.36,64.79,64.1,64.23,1726774
64.4,64.56,63.83,64.34,1633002
64.31,65.17,64.01,64.6,1807783
64.72,64.72,64,64.2,1780854
64.3,64.36,63.9,64.24,1694537
63.75,64.48,63.75,64,2923181
64.31,64.51,63.85,64.41,1644222
64.44,64.696,64.17,64.17,1817446
64.56,64.93,64.3,64.73,2047581
64.75,64.91,64.34,64.42,1574840
64.75,65.08,64.29,64.31,1699644
64.7,64.84,64.1,64.29,1782871
64.6,64.76,64.28,64.68,2496400
64.56,64.78,64.15,64.21,1921295
64.22,65,64.22,64.84,1495161
64.71,64.98,64.3,64.49,1528887
64.42,64.87,63.81,63.86,2293995
63.7,64.275,63.48,63.5,2924209
63.7,64.19,63.29,64.03,1531781
63.7,64.19,63.29,64.03,1531781
63.72,64.1,62.89,63.06,1468064
63.07,63.35,62.51,62.79,1464275
62.82,63.02,62.44,62.84,1581934
62.83,63.48,62.58,63.44,2028507
63.56,63.82,63.24,63.66,1831259
63.68,63.9,62.94,63.23,1805176
63.59,64.92,63.435,64.8,1941479
64.99,65.3,64.78,65.05,1667232
65.06,65.39,64.76,64.93,1477051
65.22,65.51,65.12,65.49,1442077
65.63,65.92,65.44,65.6,1457224
65.34,65.97,64.98,65.9,1527063
65.92,66.29,65.82,65.88,1233266
65.86,66.08,65.54,65.6,1298098
65.78,65.78,65.25,65.44,1061104
65.45,65.77,65.23,65.25,1813735
65.47,65.69,65.183,65.54,948052
65.33,65.89,65.27,65.83,1487833
65.89,65.99,65.62,65.78,1362666
65.81,65.89,65.21,65.41,1364603
65.74,66.09,65.49,66.04,1847291
65.95,66.26,65.595,65.93,1563007
65.92,66.32,65.73,66,1929215
65.99,66.02,65.25,65.27,1867865
65.23,65.38,64.7,64.75,1818405
63.97,64.32,63.43,63.89,2193472
63.89,64.25,63.7,64.1,1959907
63.63,63.63,60.95,61.19,5364500
61.4,61.85,61.16,61.39,3108151
61.45,62.0801,61.42,61.82,1995181
62.03,62.53,61.8,61.86,2522491
61.78,61.83,60.75,61.03,2582481
61.3,61.44,60.86,61.12,2944780
61.06,61.27,60.85,61.04,2204471
61,61.4,60.66,60.7,2338944
60.69,61.6,60.63,61.14,2896500
61.11,61.71,61.01,61.43,4215133
61.41,62.49,61.33,62.33,2688730
62.05,62.38,61.72,62.1,2050360
62.15,62.38,61.63,61.95,2507964
62,62.71,61.99,62.48,2711246
62.25,62.74,61.9,62.57,2713388
62.75,63,62.11,62.74,2292554
62.88,63.05,62.5101,62.78,2083852
62.75,63.3,62.57,62.77,2033766
62.87,63.74,62.77,63.69,2769056
63.76,64.94,63.59,64.54,3079185
65.12,66.59,64.81,65.6,3479533
65.69,66.4325,65.5,65.8,2583314
66.14,67.33,65.83,66.04,3700782
65.68,66.42,65.43,66.06,5578180
65.4,66.59,65.4,66.15,2892437
66.55,66.59,65.68,66.41,3060832
66.53,67.36,66.38,67.36,2358002
67.36,67.75,66.74,67.67,2596657
67.55,67.74,66.85,67.61,2585748
67.87,67.915,67.13,67.84,2449069
67.51,67.61,66.6,66.97,2076832
67.25,67.43,66.62,67.4,2367556
67.73,67.73,66.94,67.48,1518581
67.3,68.03,66.74,67.31,6702023
68.71,68.71,67.86,68.35,1352546
68.44,68.96,67.99,68.51,2652412
68.37,68.95,68.19,68.75,2872113
68.51,69.14,68.51,69.13,1480700
69.11,69.21,68.435,69.11,1582915
68.95,69.24,67.79,67.86,2243420
67.89,68.54,67.61,68.26,2191523
68.12,68.71,68.01,68.61,1673824
68.66,68.74,68.02,68.52,1009178
68.71,68.71,67.86,68.35,1352546
68.58,69.51,68.38,69.51,1929428
69.17,69.44,68.26,68.66,2432758
68.47,69.04,68.42,68.8,1239470
68.85,69.24,68.45,69.03,1090177
69.03,69.14,68.44,68.52,1238842
68.43,68.67,68.01,68.65,1686348
69.12,69.73,68.64,69.72,2525564
69.75,69.93,69.35,69.73,1774069
69.91,70.4,69.57,70.29,2805457
70.29,71.06,70.14,71,2551143
71.28,72.17,70.955,71.55,1188576
71.36,72.65,71.16,72.42,2183238
71.79,72.64,71.37,72.48,3390389
72.44,72.51,71.96,72.34,2018130
72.34,72.71,72.06,72.56,1836887
72.02,72.02,70.41,71.06,2620284
71.23,72.22,71.13,71.67,1826715
71.33,72.43,71.2,72.38,2363933
72.16,73.57,72,73.07,3041024
73.15,74.01,73.15,73.67,3230283
73.53,75.16,73.53,74.44,3812052
74.44,74.74,72.38,72.72,3276927
72.94,73.01,71.94,71.99,3361406
72.31,73.6187,71.98,73.25,2457029
73.22,73.22,71.0401,71.85,3482272
72.14,72.44,71.34,71.89,4105088
71.88,73.56,71.86,73.52,2638140
73.7,73.81,72.54,72.62,2473084
72.68,73.01,71.73,71.73,1479839
72.05,72.59,71.78,72.37,1111601
72.49,72.95,72.32,72.75,1539154
72.8,73.41,72.69,72.89,1782243
73.18,73.38,71.64,71.7,1474524
71.89,73.73,71.89,73.31,1987891
72.68,73.9,72.46,73.68,2795428
73.97,75.66,73.97,75.32,4307246
75.39,76.705,74.8,76.44,2984293
76.86,76.86,75.32,76.07,3676131
76.07,76.61,75.09,76.06,2180217
76.45,77.06,76.05,76.94,1803380
77,77.75,76.54,77.23,2668244
77.1,78,76.76,77.62,2636425
77.8,78.12,76.87,77.71,4257087
77.74,78.41,77.5,78,8465687
78.24,79.82,78.15,78.81,4469545
78.63,78.67,77.91,78.34,3032274
78.66,80.06,78.65,80.06,3156399
80.41,80.68,79.85,80.43,4701749
80.41,80.65,79.63,80.65,3254444
80.31,80.96,80.13,80.76,2983484
80.81,81.93,80.66,80.75,2439017
80.55,81.115,80.06,80.95,2689106
80.62,80.97,79.81,79.81,3140507
79.67,80,78.07,79.79,4142427
79.87,80.01,78.29,79.73,2772639
79.46,79.46,78.15,78.57,4092927
78.64,79.47,78.09,79.37,3153682
79.16,79.17,75.59,76.01,4240597
76.12,76.43,75.47,75.75,2697222
75.83,76.96,75.08,76.67,3681705
76.9,77.565,76,76.49,2590931
76.49,77.23,76.01,77.02,1912426
77.32,77.32,76.0101,76.61,1772330
76.76,77.88,76.26,76.49,2685447
77.04,77.86,75.61,77.85,3487277
77.42,77.61,76.23,76.34,2301575
76.27,77.8,76.23,77.43,3379247
77.53,78.34,76.98,77.58,2451758
75.88,76.37,73.83,74.54,5925935
74.57,75.48,74.27,74.43,2736455
74.37,74.78,73.47,73.78,2560486
74.19,74.535,73.16,74.47,1955263
74.54,75.81,74.43,74.68,3011949
74.37,74.85,73.55,74.53,2050069
73.98,74.255,72.8,73.03,3107757
73.53,73.94,72.82,72.9,2744042
71.32,72.19,69.44,69.91,3645071
70.31,70.45,69.7591,70,3226880
69.85,70.14,69.5,69.5,5143562
69.58,70,69.015,69.12,3064306
69.58,70.455,69.5,70.37,2417379
70.28,70.6571,69.65,70.11,1750299
70.48,71.32,70.48,70.7,1868952
70.69,71,70.24,70.29,2089763
70.29,71.99,69.81,71.5,3948940
71.21,72.42,71.17,71.86,2782399
72.38,74.07,71.85,73.73,5576383
73.83,74.97,73.61,74.06,2275993
73.87,74.37,73.38,73.38,2754134
73.39,73.73,71.99,72,2834663
71.59,72.4,71.41,71.66,3023451
71.78,72.49,71.69,72.32,2091276
72.43,73.73,72.42,73.65,1958189
73.96,74,72.8821,73.02,1878552
73.11,73.45,72.42,73.03,1488797
72.9,73.55,72.79,73.23,1353070
75.21,77.355,74.94,76.9,4659880
76.71,76.75,74.785,74.97,4043651
75.07,75.44,74.69,75.1,2091189
74.91,74.93,73.79,74.12,2819827
74.76,75.25,73.73,74.05,2069728
74.01,74.12,73.33,73.33,1577244
73.53,74.2,73.5,73.85,1336951
73.85,74.05,73.14,73.17,2164356
72.87,73.7396,72.38,73.29,1994662
72.82,73.36,72.56,72.91,2038592
72.95,73.53,72.65,73.15,1698973
73.15,73.68,72.76,72.79,1531222
72.75,73.22,72.52,72.71,1532262
72.51,73.35,72.51,73.06,1626551
74.06,74.06,72.5104,72.82,2039879
73.06,73.8,72.15,72.32,1620444
72.18,72.74,71.62,72.62,1645388
72,72.49,70.51,70.87,2565107
70.5,70.56,68.53,68.9,2751207
68.87,69.96,68.87,69.34,2121726
69.42,69.61,68.64,68.78,1892878
68.65,68.77,67.5401,67.74,3123066
68.01,68.01,66.66,67.1,3024351
67.35,68.77,67.11,68.46,2756642
69.26,70.41,69.08,69.12,2294404
68.79,69.36,67.84,67.9,1955291
67.46,68.6,66.5,68.07,2760438
68.31,68.8,66.975,67.09,1908124
67.56,68.23,67.4,68.2,1562286
68.52,69.49,68.36,69.4,3301982
69.14,69.48,68.93,69.19,1476436
68.82,69.65,68.82,69.21,1233939
69.19,69.72,68.87,68.89,1202801
69.02,69.07,67.91,68.32,1400497
68.01,68.81,67.46,68.28,1302144
68.24,68.2897,67.5,67.72,1218460
67.96,68.36,67.7,67.83,1718415
67.95,67.95,66.94,67.13,3830836
67.15,67.68,66.16,66.52,3205839
66.59,67.46,66.55,67.14,2184155
67.09,67.32,66.43,66.7,2520133
65.96,66,64.7,64.8,2583289
64.76,65.19,64.14,64.92,2542249
64.1,64.4075,62.79,63.56,4843958
63.6,64.26,63.25,63.95,2419656
63.81,63.83,63.17,63.23,1658032
63.18,64.36,63.18,63.71,1557317
64.05,64.3307,63.871,64.07,2213354
64.07,64.32,63.695,63.97,1437133
64.04,64.3862,63.56,63.56,1576912
63.58,64.48,63.47,64.18,2072195
64.15,64.625,63.49,64.4,1781505
64.58,65.64,64.5301,65.12,2046303
65.03,65.495,64.52,65.19,3408549
65.36,65.5,64.11,64.2,2253502
63.98,64.2,63.12,63.58,1721619
63.62,63.81,62.91,62.95,1810468
62.91,63,61.62,61.82,4125758
61.76,63.1399,61.64,62.79,5276056
63.01,63.53,62.34,62.38,2630728
62.74,62.84,62,62.09,1686647
62.24,62.62,61.8,62.61,2555150
62.88,63.79,62.76,62.95,2393316
62.61,63.01,62.24,62.83,3478501
63.41,64.65,63.27,64.39,4567204
63.91,64.58,63.85,64.13,2830190
64.63,65,63.97,64.09,2657907
64.29,65.03,63.77,64.55,1872570
65.11,65.44,64.1738,64.59,2357942
64.6,64.86,64.2,64.25,1557867
64.29,64.71,64.09,64.3,2192232
64.44,64.78,64.14,64.59,2112812
64.41,64.71,64.06,64.44,1711567
64.27,64.35,63.89,64.31,1698275
64.15,64.39,63.92,63.94,2589570
63.94,64.57,63.86,64.28,1817803
64.27,64.46,63.18,63.65,2164315
63.97,65.75,63.66,65.39,2764842
65.44,66.75,65.44,66.08,2383359
66.19,66.79,66.04,66.23,2255682
66.15,66.81,65.7,66.64,1756116
66.57,66.88,66.05,66.36,1964900
66.83,67.72,66.83,67.09,2210363
67,67.75,66.949,67.44,2659216
67.44,67.76,66.51,66.76,2448322
66.86,66.89,66.07,66.43,3806187
66.4,67.05,65.61,66.99,3334916
66.82,67.7,66.22,67.4,2838347
67.72,68,66.46,66.77,2291135
66.59,67.93,66.5,67.48,2475728
67.34,68.02,67.05,67.97,2643010
67.63,68.24,66.72,67.85,1831849
67.65,68.44,67.36,68.39,1623418
68.41,68.73,68.01,68.52,3089412
60.45,60.76,59.25,59.8,3423103
59.44,60.32,59.18,60.05,2676311
59.95,60.935,59.44,60.55,3521634
60.42,60.78,59.58,59.6,3279481
59.03,59.59,56.7,56.87,5076001
58.3,58.45,54.9,54.96,4406193
55.69,56.22,55.01,56.1,4180015
56.31,57.6599,55.91,57.02,4668533
57.03,57.21,56.39,56.69,2525289
56.51,56.66,54.99,55.02,4169637
54.44,54.88,53.86,54.27,3149462
54.69,55.08,54,54.45,2610151
54.81,54.93,54.27,54.45,2315642
54,54,52.8,53.1,2951237
53.67,53.9,53.124,53.61,2187242
53.91,54.0749,52.7398,52.85,2460771
52.82,53.37,52.53,52.78,2500924
52.11,52.72,52.03,52.66,3654162
52.7,52.96,52.52,52.93,3158186
53.03,53.87,52.61,53.82,2823089
53.83,55.06,53.76,54.58,2343549
54.55,56.44,54.335,55.45,3014204
54.66,57.05,54.66,56.15,4883415
56.37,56.97,56.204,56.77,2110789
56.46,56.85,55.74,56.62,2965920
56.69,57.2151,56.23,56.87,1846150
56.85,57.22,56.29,56.57,2764934
56.81,57.38,56.47,56.92,2452829
56.7,57.2,55.06,55.38,2909250
55.33,55.94,54.75,55.88,2475591
56.23,56.48,55.73,56.06,3019367
56.31,56.4,55.395,55.76,3397944
55.085,56.06,55.085,56.06,2585319
56.55,57.38,56.15,57.32,2044917
57.14,57.63,56.84,57.06,1678598
57.16,57.58,56.95,57.57,2523700
57.59,57.935,57.02,57.84,2264058
57.75,57.96,57.29,57.65,1881722
57.57,58.05,57.39,57.55,1522690
57.2,57.58,56.91,56.99,1687484
57.12,58.12,55.8,55.93,2421259
56.08,56.34,55.46,55.99,2727158
56.17,57.125,56.16,56.97,2636856
56.97,58.05,56.88,58.03,1955405
57.81,58.09,57.415,57.73,1798125
58.09,58.59,57.7,58.28,1932112
58.41,58.73,57.87,58.38,2273420
58.6,58.6,54.88,55.13,4255636
54.44,55.32,53.84,55.08,3898758
55,55.18,54.3,55.15,2613373
55.25,55.3699,53.84,54.92,3348305
54.66,54.99,54.09,54.88,2552023
54.93,55.09,53.6,53.72,3620297
53.76,54.5,53.495,54.49,2437862
54.28,54.4399,53.315,53.61,2459101
53.63,53.87,53.24,53.44,3076368
53.27,54.2,53.24,54.19,2619602
53.42,53.42,50.5,50.82,6970859
50.83,51,49.31,49.77,4156701
49.77,50.58,49.54,50.15,3467954
50.22,50.4,49.68,49.88,2277195
49.79,50.23,49.54,49.99,2476002
50.41,50.56,49.64,49.68,2544013
49.69,50.6,49.62,50.52,2154375
50.39,50.71,49.96,50.06,2203682
50.41,51.1825,50.2,51.1,2585481
51.23,51.8,50.96,51.59,2217294
51.85,52.79,51.67,52.74,3128345
52.72,53.55,52.66,53.36,3447088
